SiteID,2088871,Site Timezone,-6,Data Timezone,0,Longitude,-100.302795,Latitude,52.370647
Year,Month,Day,Hour,Minute,wind speed at 10m (m/s),wind direction at 10m (deg)
2018,1,4,7,0,2.7800000000000002,128.53
2018,1,4,8,0,2.36,132.43
2018,1,4,9,0,2.41,118.96000000000001
2018,1,4,10,0,2.62,117.48
2018,1,4,11,0,2.61,125.19
2018,1,4,12,0,2.77,129.1
2018,1,4,13,0,2.83,132.81
2018,1,4,14,0,3.02,132.26
2018,1,4,15,0,3.34,123.86
2018,1,4,16,0,4,129.55
2018,1,4,17,0,3.7800000000000002,129.45
2018,1,4,18,0,3.34,134.49
2018,1,4,19,0,3.48,132.25
2018,1,4,20,0,3.54,129.62
2018,1,4,21,0,3.66,126.35000000000001
2018,1,4,22,0,3.15,126.71000000000001
2018,1,4,23,0,3.06,113.66
2018,1,5,0,0,2.64,123.72
2018,1,5,1,0,2.83,135.47
2018,1,5,2,0,2.91,133.65
2018,1,5,3,0,3.21,135.46
2018,1,5,4,0,3.45,136.19
2018,1,5,5,0,3.83,140.74
2018,1,5,6,0,4.13,144.22
2018,1,5,7,0,4.05,146.5
2018,1,5,8,0,4.0200000000000005,144.77
2018,1,5,9,0,4.19,143.98
2018,1,5,10,0,4.39,145.51
2018,1,5,11,0,3.67,150.38
2018,1,5,12,0,4.23,139.94
2018,1,5,13,0,4.3100000000000005,147.17000000000002
2018,1,5,14,0,4.5600000000000005,149.35
2018,1,5,15,0,4.43,150.81
2018,1,5,16,0,4.48,151.87
2018,1,5,17,0,4.4,150.8
2018,1,5,18,0,4.92,145.44
2018,1,5,19,0,4.95,142.39000000000001
2018,1,5,20,0,5.04,148.52
2018,1,5,21,0,4.91,152.18
2018,1,5,22,0,4.57,146.31
2018,1,5,23,0,4.66,144.86
2018,1,6,0,0,5.42,151.86
2018,1,6,1,0,5.4,155.6
2018,1,6,2,0,6.03,161.36
2018,1,6,3,0,5.75,156.24
2018,1,6,4,0,5.3500000000000005,155.85
2018,1,6,5,0,5.14,154.94
2018,1,6,6,0,5.01,154.79
2018,1,6,7,0,5.07,158.06
2018,1,6,8,0,5.32,159
2018,1,6,9,0,5.4,158.02
2018,1,6,10,0,5.54,159.32
2018,1,6,11,0,5.63,161.25
2018,1,6,12,0,5.68,159.49
2018,1,6,13,0,4.94,158.88
2018,1,6,14,0,5.0600000000000005,162.99
2018,1,6,15,0,4.68,167.79
2018,1,6,16,0,4.84,178.31
2018,1,6,17,0,3.69,181.53
2018,1,6,18,0,2.63,188.56
2018,1,6,19,0,2.31,178.37
2018,1,6,20,0,2.2600000000000002,171
2018,1,6,21,0,2.24,163.44
2018,1,6,22,0,1.6600000000000001,155.65
2018,1,6,23,0,2.08,140.55
2018,1,7,0,0,1.94,148.4
2018,1,7,1,0,1.36,105.3
2018,1,7,2,0,1.1300000000000001,40.12
2018,1,7,3,0,1,327.88
2018,1,7,4,0,1.8800000000000001,324.07
2018,1,7,5,0,5.47,306.33
2018,1,7,6,0,5.09,307.92
2018,1,7,7,0,4.01,326.05
2018,1,7,8,0,3.13,280.41
2018,1,7,9,0,2.52,299.06
2018,1,7,10,0,0.98,243.9
2018,1,7,11,0,2.58,251.79
2018,1,7,12,0,3.37,239.81
2018,1,7,13,0,3.09,217.29
2018,1,7,14,0,3.04,210.17000000000002
2018,1,7,15,0,4.38,239.29
2018,1,7,16,0,3.96,229.03
2018,1,7,17,0,4.98,225.54
2018,1,7,18,0,5.47,253
2018,1,7,19,0,6.62,258.49
2018,1,7,20,0,7.5200000000000005,257.09000000000003
2018,1,7,21,0,8.08,275.46
2018,1,7,22,0,8.040000000000001,277.2
2018,1,7,23,0,5.76,266.96
2018,1,8,0,0,5.62,269.16
2018,1,8,1,0,9.58,296.58
2018,1,8,2,0,7.18,324.22
2018,1,8,3,0,6.82,332.14
2018,1,8,4,0,4.15,316.33
2018,1,8,5,0,6.57,302.97
2018,1,8,6,0,5.28,311.48
2018,1,8,7,0,4.94,313.13
2018,1,8,8,0,4.32,303.85
2018,1,8,9,0,5.71,312.28000000000003
2018,1,8,10,0,4.09,295.02
2018,1,8,11,0,2.33,290.79
2018,1,8,12,0,2.86,271.27
2018,1,8,13,0,3.42,277.49
2018,1,8,14,0,0.78,188.23
2018,1,8,15,0,1.55,172.96
2018,1,8,16,0,2.4,240.64000000000001
2018,1,8,17,0,2.86,244.09
2018,1,8,18,0,1.1400000000000001,266.63
2018,1,8,19,0,1.07,1.41
2018,1,8,20,0,0.63,346.94
2018,1,8,21,0,1.1,112.68
2018,1,8,22,0,3.54,135.14000000000001
2018,1,8,23,0,3.33,146.77
2018,1,9,0,0,3.35,148.45000000000002
2018,1,9,1,0,4.2,155.57
2018,1,9,2,0,4.49,158.86
2018,1,9,3,0,4.45,153.65
2018,1,9,4,0,4.63,158.35
2018,1,9,5,0,4.48,158.15
2018,1,9,6,0,3.14,150.29
2018,1,9,7,0,3.02,151.64000000000001
2018,1,9,8,0,3.67,154.57
2018,1,9,9,0,3.09,155.03
2018,1,9,10,0,2.96,154.63
2018,1,9,11,0,2.29,150.70000000000002
2018,1,9,12,0,2.08,134.42000000000002
2018,1,9,13,0,1.76,105.15
2018,1,9,14,0,1.24,53.49
2018,1,9,15,0,1.25,341.6
2018,1,9,16,0,2.2600000000000002,322.59000000000003
2018,1,9,17,0,2.19,352.39
2018,1,9,18,0,2.0300000000000002,312.89
2018,1,9,19,0,0.98,339.25
2018,1,9,20,0,1.83,58.6
2018,1,9,21,0,2.5,58.49
2018,1,9,22,0,3.34,59.42
2018,1,9,23,0,3.08,65.75
2018,1,10,0,0,2.83,72.41
2018,1,10,1,0,2.96,85.37
2018,1,10,2,0,3.23,84.16
2018,1,10,3,0,1.45,51.480000000000004
2018,1,10,4,0,1.84,324.69
2018,1,10,5,0,5.33,344.13
2018,1,10,6,0,5.84,345.11
2018,1,10,7,0,6.83,342.57
2018,1,10,8,0,8.25,342.52
2018,1,10,9,0,8.84,348.01
2018,1,10,10,0,7.930000000000001,344.52
2018,1,10,11,0,7.7700000000000005,347.09000000000003
2018,1,10,12,0,7.640000000000001,343.6
2018,1,10,13,0,8.07,342.25
2018,1,10,14,0,7.41,349.96
2018,1,10,15,0,7.5,345.12
2018,1,10,16,0,9.14,347.19
2018,1,10,17,0,8.27,348.65000000000003
2018,1,10,18,0,8.64,350.51
2018,1,10,19,0,6.71,346.51
2018,1,10,20,0,7.86,351.66
2018,1,10,21,0,6.46,340.02
2018,1,10,22,0,6.1000000000000005,346.2
2018,1,10,23,0,5.71,345.03000000000003
2018,1,11,0,0,7.58,333.6
2018,1,11,1,0,7.12,341.40000000000003
2018,1,11,2,0,5.69,335.44
2018,1,11,3,0,6.96,330.8
2018,1,11,4,0,6.18,330.98
2018,1,11,5,0,6.0600000000000005,326.25
2018,1,11,6,0,7.13,330.2
2018,1,11,7,0,8.96,327.28000000000003
2018,1,11,8,0,8.96,325.61
2018,1,11,9,0,8.51,323.44
2018,1,11,10,0,9.14,326.48
2018,1,11,11,0,8.83,321.24
2018,1,11,12,0,8.84,312.42
2018,1,11,13,0,7.17,307.98
2018,1,11,14,0,5.23,298.75
2018,1,11,15,0,4.96,288.11
2018,1,11,16,0,3.47,269.05
2018,1,11,17,0,4.29,300.79
2018,1,11,18,0,2.89,284.8
2018,1,11,19,0,3.66,289.23
2018,1,11,20,0,3.74,290.90000000000003
2018,1,11,21,0,4.07,289.12
2018,1,11,22,0,4.93,267.08
2018,1,11,23,0,5.3,253.98000000000002
2018,1,12,0,0,3.59,239.51
2018,1,12,1,0,3.95,239.19
2018,1,12,2,0,3.48,245.03
2018,1,12,3,0,3.67,263.22
2018,1,12,4,0,3.58,261.83
2018,1,12,5,0,3.68,253.71
2018,1,12,6,0,2.87,250.62
2018,1,12,7,0,2.7800000000000002,247.63
2018,1,12,8,0,3.14,254.99
2018,1,12,9,0,4.11,257.49
2018,1,12,10,0,4.46,261.4
2018,1,12,11,0,5.14,258.31
2018,1,12,12,0,5.0600000000000005,255.97
2018,1,12,13,0,5.37,265.21
2018,1,12,14,0,5.18,273.78000000000003
2018,1,12,15,0,4.7,281.42
2018,1,12,16,0,4.93,300.26
2018,1,12,17,0,3.04,312.62
2018,1,12,18,0,3.22,295.03000000000003
2018,1,12,19,0,1.87,319.96
2018,1,12,20,0,1.9000000000000001,309.97
2018,1,12,21,0,3.69,321.47
2018,1,12,22,0,5.7,318.91
2018,1,12,23,0,4.54,292.75
2018,1,13,0,0,1.42,318.88
2018,1,13,1,0,2.52,346.24
2018,1,13,2,0,3.75,288.75
2018,1,13,3,0,4.16,265.11
2018,1,13,4,0,4.73,274.21
2018,1,13,5,0,4.37,276.83
2018,1,13,6,0,2.62,235.34
2018,1,13,7,0,3.2,242.28
2018,1,13,8,0,3.49,250.19
2018,1,13,9,0,3.96,263.37
2018,1,13,10,0,4.32,261.55
2018,1,13,11,0,4.62,253.76000000000002
2018,1,13,12,0,4.34,245.43
2018,1,13,13,0,4.43,236.67000000000002
2018,1,13,14,0,4.7700000000000005,241.27
2018,1,13,15,0,2.89,243.62
2018,1,13,16,0,2.7600000000000002,233.6
2018,1,13,17,0,2,232.46
2018,1,13,18,0,1.71,199.38
2018,1,13,19,0,2.02,191.93
2018,1,13,20,0,2.47,156.04
2018,1,13,21,0,2.69,156.81
2018,1,13,22,0,2.3000000000000003,155.36
2018,1,13,23,0,1.8,180.09
2018,1,14,0,0,2.06,192.46
2018,1,14,1,0,2.86,186.34
2018,1,14,2,0,3.62,211.76
2018,1,14,3,0,4.73,232.1
2018,1,14,4,0,4.97,242.09
2018,1,14,5,0,5.97,256.82
2018,1,14,6,0,5.22,271.3
2018,1,14,7,0,5.82,308.34000000000003
2018,1,14,8,0,6.3100000000000005,330.03000000000003
2018,1,14,9,0,6.05,328.73
2018,1,14,10,0,8.77,323.76
2018,1,14,11,0,6.26,330.13
2018,1,14,12,0,6.43,333.7
2018,1,14,13,0,8.06,331.44
2018,1,14,14,0,8.74,331.7
2018,1,14,15,0,10.5,334.34000000000003
2018,1,14,16,0,11.61,333.89
2018,1,14,17,0,11.03,336.6
2018,1,14,18,0,9.23,337.24
2018,1,14,19,0,8.68,336.48
2018,1,14,20,0,7.66,337.8
2018,1,14,21,0,6.73,336.09000000000003
2018,1,14,22,0,8.24,336.64
2018,1,14,23,0,10.08,340.22
2018,1,15,0,0,10.02,342.99
2018,1,15,1,0,9.620000000000001,346.95
2018,1,15,2,0,9.040000000000001,347.67
2018,1,15,3,0,8.950000000000001,348.03000000000003
2018,1,15,4,0,9.9,347.93
2018,1,15,5,0,9.63,346.26
2018,1,15,6,0,9.21,340.21
2018,1,15,7,0,9.82,338.6
2018,1,15,8,0,9.71,341.5
2018,1,15,9,0,9.19,342.86
2018,1,15,10,0,8.76,341.07
2018,1,15,11,0,7.96,337.29
2018,1,15,12,0,7.18,331.90000000000003
2018,1,15,13,0,7.0200000000000005,327.51
2018,1,15,14,0,7.8100000000000005,330.11
2018,1,15,15,0,8.73,329.12
2018,1,15,16,0,7.67,317.49
2018,1,15,17,0,5.28,309.98
2018,1,15,18,0,4.38,309.48
2018,1,15,19,0,2.77,307.99
2018,1,15,20,0,1.76,301.83
2018,1,15,21,0,1.36,4.97
2018,1,15,22,0,0.78,229.15
2018,1,15,23,0,1.6300000000000001,219.01
2018,1,16,0,0,2.2600000000000002,216.38
2018,1,16,1,0,3.64,216.32
2018,1,16,2,0,3.64,216.98000000000002
2018,1,16,3,0,4.03,222.31
2018,1,16,4,0,4.59,220.64000000000001
2018,1,16,5,0,4.94,230.64000000000001
2018,1,16,6,0,4.72,229.42000000000002
2018,1,16,7,0,5.15,222.74
2018,1,16,8,0,5.2,225.4
2018,1,16,9,0,5.79,227.39000000000001
2018,1,16,10,0,4.01,229.03
2018,1,16,11,0,4.82,225.23000000000002
2018,1,16,12,0,5,229.14000000000001
2018,1,16,13,0,6.21,234.62
2018,1,16,14,0,5.79,229.58
2018,1,16,15,0,4.95,227.68
2018,1,16,16,0,5.95,229.37
2018,1,16,17,0,6.71,241.20000000000002
2018,1,16,18,0,8.56,252.70000000000002
2018,1,16,19,0,9.51,248.45000000000002
2018,1,16,20,0,9.11,246.82
2018,1,16,21,0,8.6,246.74
2018,1,16,22,0,8.67,245.63
2018,1,16,23,0,9.02,249.55
2018,1,17,0,0,9.24,254.17000000000002
2018,1,17,1,0,8.870000000000001,253.35
2018,1,17,2,0,8.93,253.72
2018,1,17,3,0,8.75,249.62
2018,1,17,4,0,8.28,247.73000000000002
2018,1,17,5,0,7.6000000000000005,248.74
2018,1,17,6,0,8.25,247.43
2018,1,17,7,0,8.13,250.91
2018,1,17,8,0,6.7,256.14
2018,1,17,9,0,6.13,261.53000000000003
2018,1,17,10,0,5.73,262.05
2018,1,17,11,0,5.97,268.87
2018,1,17,12,0,3.79,284.52
2018,1,17,13,0,3.6,3.56
2018,1,17,14,0,5.6000000000000005,316.64
2018,1,17,15,0,4.18,288.45
2018,1,17,16,0,2.96,285.88
2018,1,17,17,0,2.82,308
2018,1,17,18,0,1.58,341.14
2018,1,17,19,0,2.4,8.59
2018,1,17,20,0,3.85,1.6300000000000001
2018,1,17,21,0,3.1,346.67
2018,1,17,22,0,1.53,10.14
2018,1,17,23,0,1.78,47.47
2018,1,18,0,0,2.43,120.87
2018,1,18,1,0,2.65,117.43
2018,1,18,2,0,3.18,119.66
2018,1,18,3,0,2.7600000000000002,121.77
2018,1,18,4,0,1.77,101.72
2018,1,18,5,0,1.72,33.46
2018,1,18,6,0,2.31,340.69
2018,1,18,7,0,1.3800000000000001,346.21
2018,1,18,8,0,3.13,318.29
2018,1,18,9,0,2.44,345.54
2018,1,18,10,0,4.69,349.59000000000003
2018,1,18,11,0,3.7800000000000002,328.54
2018,1,18,12,0,3.91,349.56
2018,1,18,13,0,4.0600000000000005,9.49
2018,1,18,14,0,1.6300000000000001,289.66
2018,1,18,15,0,0.88,315.43
2018,1,18,16,0,0.49,165.79
2018,1,18,17,0,1.68,134.49
2018,1,18,18,0,2.63,133.69
2018,1,18,19,0,2.87,145.01
2018,1,18,20,0,3.5700000000000003,141.57
2018,1,18,21,0,3.75,147.27
2018,1,18,22,0,4.17,147.29
2018,1,18,23,0,4.33,152.08
2018,1,19,0,0,4.6000000000000005,154.31
2018,1,19,1,0,4.15,152.62
2018,1,19,2,0,3.64,141.83
2018,1,19,3,0,3.92,137.99
2018,1,19,4,0,3.0700000000000003,141.13
2018,1,19,5,0,2.62,154.64000000000001
2018,1,19,6,0,1.35,304.24
2018,1,19,7,0,4.22,261.38
2018,1,19,8,0,5.5200000000000005,259.48
2018,1,19,9,0,6.12,248.76000000000002
2018,1,19,10,0,5.8100000000000005,242.51
2018,1,19,11,0,4.82,231.45000000000002
2018,1,19,12,0,4.13,228.99
2018,1,19,13,0,3.79,225.05
2018,1,19,14,0,5.71,232.76
2018,1,19,15,0,5.46,2.58
2018,1,19,16,0,5.24,260.41
2018,1,19,17,0,4.53,257.93
2018,1,19,18,0,6.19,323.13
2018,1,19,19,0,5.17,340.03000000000003
2018,1,19,20,0,6.41,347.78000000000003
2018,1,19,21,0,6.7700000000000005,345.43
2018,1,19,22,0,7.19,355.02
2018,1,19,23,0,7.16,354.85
2018,1,20,0,0,6.8100000000000005,355.74
2018,1,20,1,0,5.0200000000000005,345.73
2018,1,20,2,0,4.5,334.8
2018,1,20,3,0,5.11,346.24
2018,1,20,4,0,3.37,353.46
2018,1,20,5,0,2.09,332.86
2018,1,20,6,0,0.51,299.68
2018,1,20,7,0,0.39,26.02
2018,1,20,8,0,1.18,106.72
2018,1,20,9,0,2.25,117.76
2018,1,20,10,0,2.38,108.29
2018,1,20,11,0,2.52,108.55
2018,1,20,12,0,2.14,113.53
2018,1,20,13,0,2.7600000000000002,118.10000000000001
2018,1,20,14,0,2.74,104.01
2018,1,20,15,0,2.96,109.22
2018,1,20,16,0,2.95,113.33
2018,1,20,17,0,3.09,121.92
2018,1,20,18,0,2.81,122.25
2018,1,20,19,0,2.45,123.09
2018,1,20,20,0,1.61,114.33
2018,1,20,21,0,0.8200000000000001,62.33
2018,1,20,22,0,2.21,11.53
2018,1,20,23,0,3.3000000000000003,1.01
2018,1,21,0,0,2.29,356.63
2018,1,21,1,0,1.28,331.23
2018,1,21,2,0,0.8200000000000001,17.56
2018,1,21,3,0,1.29,277.95
2018,1,21,4,0,1.33,317.21
2018,1,21,5,0,1.07,316.09000000000003
2018,1,21,6,0,0.93,307.43
2018,1,21,7,0,0.68,308.04
2018,1,21,8,0,0.55,323.51
2018,1,21,9,0,0.6,323.88
2018,1,21,10,0,0.63,308.96
2018,1,21,11,0,0.7000000000000001,327.36
2018,1,21,12,0,0.91,317.5
2018,1,21,13,0,0.31,329.51
2018,1,21,14,0,0.92,92.9
2018,1,21,15,0,1.72,103.57000000000001
2018,1,21,16,0,0.88,64.58
2018,1,21,17,0,1.22,103.77
2018,1,21,18,0,1.4000000000000001,102.24000000000001
2018,1,21,19,0,1.56,116.77
2018,1,21,20,0,1.86,114.38
2018,1,21,21,0,1.41,98.57000000000001
2018,1,21,22,0,2.07,116.84
2018,1,21,23,0,2.47,99.11
2018,1,22,0,0,2.66,97.26
2018,1,22,1,0,2.62,91.28
2018,1,22,2,0,2.69,108.53
2018,1,22,3,0,2.79,103.28
2018,1,22,4,0,2.91,105.60000000000001
2018,1,22,5,0,3.04,104.57000000000001
2018,1,22,6,0,2.95,104.62
2018,1,22,7,0,2.9,108.24000000000001
2018,1,22,8,0,2.92,111.74000000000001
2018,1,22,9,0,2.5500000000000003,101.99000000000001
2018,1,22,10,0,2.69,97.02
2018,1,22,11,0,2.12,85.14
2018,1,22,12,0,2.2,97
2018,1,22,13,0,2.84,94.46000000000001
2018,1,22,14,0,2.71,95.46000000000001
2018,1,22,15,0,2.8000000000000003,111.33
2018,1,22,16,0,3.16,113.79
2018,1,22,17,0,3.25,122.57000000000001
2018,1,22,18,0,3.49,131.9
2018,1,22,19,0,3.69,130.73
2018,1,22,20,0,3.74,131.64000000000001
2018,1,22,21,0,3.97,130.98
2018,1,22,22,0,3.72,134.42000000000002
2018,1,22,23,0,3.64,127.16
2018,1,23,0,0,3.39,130.2
2018,1,23,1,0,3.5500000000000003,127.91
2018,1,23,2,0,3.95,118.75
2018,1,23,3,0,4.21,124.92
2018,1,23,4,0,4.63,128.99
2018,1,23,5,0,4.93,128.7
2018,1,23,6,0,4.34,138.37
2018,1,23,7,0,4.53,138.19
2018,1,23,8,0,4.3100000000000005,135.09
2018,1,23,9,0,4.0600000000000005,136.66
2018,1,23,10,0,3.98,129.69
2018,1,23,11,0,3.95,129.02
2018,1,23,12,0,3.56,133.5
2018,1,23,13,0,4.34,128.31
2018,1,23,14,0,4.2700000000000005,131.21
2018,1,23,15,0,4.15,131.13
2018,1,23,16,0,4.15,134.41
2018,1,23,17,0,4.12,140.48
2018,1,23,18,0,3.24,146.67000000000002
2018,1,23,19,0,2.12,157.53
2018,1,23,20,0,0.62,130.38
2018,1,23,21,0,3.19,327.72
2018,1,23,22,0,1.86,331.07
2018,1,23,23,0,2.29,352.23
2018,1,24,0,0,5.18,317.14
2018,1,24,1,0,6.15,302.14
2018,1,24,2,0,6.8100000000000005,317.15000000000003
2018,1,24,3,0,5.15,323.61
2018,1,24,4,0,6.01,303.64
2018,1,24,5,0,4.86,302.18
2018,1,24,6,0,5.54,300.46
2018,1,24,7,0,5.59,314.15000000000003
2018,1,24,8,0,6.19,316.95
2018,1,24,9,0,4.67,314.36
2018,1,24,10,0,4.33,308.8
2018,1,24,11,0,3.5,307.19
2018,1,24,12,0,2.49,333.91
2018,1,24,13,0,2.97,327.23
2018,1,24,14,0,3.0100000000000002,327.24
2018,1,24,15,0,3.16,345.23
2018,1,24,16,0,3.56,335.49
2018,1,24,17,0,2.47,341.93
2018,1,24,18,0,3.04,0.8200000000000001
2018,1,24,19,0,2.68,349.15000000000003
2018,1,24,20,0,2.17,345.27
2018,1,24,21,0,1.6500000000000001,329.25
2018,1,24,22,0,1.29,3.61
2018,1,24,23,0,0.68,1.97
2018,1,25,0,0,0.32,60.21
2018,1,25,1,0,0.89,90.19
2018,1,25,2,0,1.75,106.16
2018,1,25,3,0,2.58,123.92
2018,1,25,4,0,2.89,134.51
2018,1,25,5,0,2.89,135.53
2018,1,25,6,0,3.29,141.46
2018,1,25,7,0,3.85,135.93
2018,1,25,8,0,3.69,131.09
2018,1,25,9,0,3.8000000000000003,144.23
2018,1,25,10,0,4.25,137.43
2018,1,25,11,0,4.24,142.77
2018,1,25,12,0,4.11,142.74
2018,1,25,13,0,4.29,133.75
2018,1,25,14,0,4.38,134.96
2018,1,25,15,0,5.11,124.43
2018,1,25,16,0,4.91,132.44
2018,1,25,17,0,4.46,137.71
2018,1,25,18,0,4.43,132.48
2018,1,25,19,0,4.69,130.02
2018,1,25,20,0,5.09,127.94
2018,1,25,21,0,5.22,126.96000000000001
2018,1,25,22,0,4.44,124.62
2018,1,25,23,0,3.31,114.14
2018,1,26,0,0,3.87,114.52
2018,1,26,1,0,3.92,121.45
2018,1,26,2,0,3.41,140.21
2018,1,26,3,0,3.21,140.11
2018,1,26,4,0,2.7,132.68
2018,1,26,5,0,2.49,117.98
2018,1,26,6,0,2.04,114.43
2018,1,26,7,0,2.07,89.79
2018,1,26,8,0,0.74,40.87
2018,1,26,9,0,1.6,333.86
2018,1,26,10,0,2.46,319.89
2018,1,26,11,0,1.98,325.67
2018,1,26,12,0,3.74,332.09000000000003
2018,1,26,13,0,1.45,338.56
2018,1,26,14,0,2.65,318.91
2018,1,26,15,0,3.5,344.51
2018,1,26,16,0,1.96,333.45
2018,1,26,17,0,4.38,331.75
2018,1,26,18,0,5.24,348.06
2018,1,26,19,0,6.69,341.2
2018,1,26,20,0,7.8100000000000005,345.16
2018,1,26,21,0,7.34,350.83
2018,1,26,22,0,7.88,346.54
2018,1,26,23,0,7.63,345.14
2018,1,27,0,0,7.0200000000000005,347.04
2018,1,27,1,0,7.61,345.1
2018,1,27,2,0,7.930000000000001,343.62
2018,1,27,3,0,7.57,343.66
2018,1,27,4,0,6.91,340.12
2018,1,27,5,0,7.62,340.86
2018,1,27,6,0,7.01,343.21
2018,1,27,7,0,7.87,344.3
2018,1,27,8,0,7.62,341.37
2018,1,27,9,0,8.08,340.27
2018,1,27,10,0,9.59,346.05
2018,1,27,11,0,7.83,347.23
2018,1,27,12,0,7.24,343.90000000000003
2018,1,27,13,0,5.95,334.74
2018,1,27,14,0,6.53,334.87
2018,1,27,15,0,6.33,337.81
2018,1,27,16,0,6.6000000000000005,343.06
2018,1,27,17,0,4.34,324.73
2018,1,27,18,0,3.24,306.86
2018,1,27,19,0,3.38,319.88
2018,1,27,20,0,3.68,330.32
2018,1,27,21,0,3.3000000000000003,338
2018,1,27,22,0,3.3200000000000003,337.3
2018,1,27,23,0,4.84,314.1
2018,1,28,0,0,4.44,315.26
2018,1,28,1,0,4.54,328.92
2018,1,28,2,0,5.3,349.05
2018,1,28,3,0,3.38,332.79
2018,1,28,4,0,2.21,320.03000000000003
2018,1,28,5,0,2.33,306.27
2018,1,28,6,0,2.9,307.48
2018,1,28,7,0,2.66,315.55
2018,1,28,8,0,2.09,301.36
2018,1,28,9,0,2.6,301.98
2018,1,28,10,0,2.87,309.14
2018,1,28,11,0,2.42,301.3
2018,1,28,12,0,2.44,283.79
2018,1,28,13,0,2.67,282.57
2018,1,28,14,0,2.67,268.37
2018,1,28,15,0,3,290.86
2018,1,28,16,0,3.23,310.65000000000003
2018,1,28,17,0,2.11,333.85
2018,1,28,18,0,2.04,357.48
2018,1,28,19,0,1.87,353.35
2018,1,28,20,0,1.46,347.1
2018,1,28,21,0,1.11,352.05
2018,1,28,22,0,1.1500000000000001,326.32
2018,1,28,23,0,2.29,308.16
2018,1,29,0,0,1.57,292.78000000000003
2018,1,29,1,0,0.78,290.17
2018,1,29,2,0,0.3,105.14
2018,1,29,3,0,0.99,192.35
2018,1,29,4,0,0.54,172.34
2018,1,29,5,0,1.35,227.34
2018,1,29,6,0,1.1,230.54
2018,1,29,7,0,0.99,206.48000000000002
2018,1,29,8,0,0.77,188.25
2018,1,29,9,0,0.97,205.55
2018,1,29,10,0,0.33,354.02
2018,1,29,11,0,0.19,297.22
2018,1,29,12,0,0.35000000000000003,333.48
2018,1,29,13,0,1.81,189.36
2018,1,29,14,0,0.68,134.77
